commit.hash;semantic.patch;phase1.success;phase2.success\n
96801b35f07e;itnull.output;true;true
96801b35f07e;kfree.output;false;false
96801b35f07e;kfreeaddr.output;false;false
96801b35f07e;kmerr.output;false;false
96801b35f07e;kstrdup.output;true;false
96801b35f07e;kzalloc-simple.output;true;false
96801b35f07e;list_entry_update.output;false;false
96801b35f07e;memdup.output;true;false
96801b35f07e;memdup_user.output;true;true
96801b35f07e;mini_lock.output;false;false
96801b35f07e;noderef.output;true;false
96801b35f07e;odd_ptr_err.output;true;false
96801b35f07e;of_table.output;true;false
96801b35f07e;orplus.output;false;false
96801b35f07e;pci_free_consistent.output;false;false
96801b35f07e;platform_no_drv_owner.output;true;false
96801b35f07e;pm_runtime.output;false;false
96801b35f07e;pool_zalloc-simple.output;true;false
96801b35f07e;ptr_ret.output;true;false
96801b35f07e;resource_size.output;true;false
96801b35f07e;returnvar.output;true;false
96801b35f07e;semicolon.output;true;false
96801b35f07e;setup_timer.output;true;false
96801b35f07e;simple_open.output;true;false
96801b35f07e;unsigned_lesser_than_zero.output;false;false
96801b35f07e;use_after_iter.output;false;false
96801b35f07e;vma_pages.output;true;false
96801b35f07e;warn.output;true;false
bce1a65172d1;alloc_cast.output;true;false
bce1a65172d1;array_size.output;true;false
bce1a65172d1;badty.output;true;false
bce1a65172d1;badzero.output;true;false
bce1a65172d1;boolconv.output;false;false
bce1a65172d1;boolinit.output;true;false
bce1a65172d1;boolreturn.output;true;false
bce1a65172d1;bugon.output;true;false
bce1a65172d1;call_kern.output;true;false
bce1a65172d1;check_bq27xxx_data.output;true;true
bce1a65172d1;clk_put.output;false;false
bce1a65172d1;cond_no_effect.output;false;false
bce1a65172d1;cstptr.output;false;false
bce1a65172d1;d_find_alias.output;true;false
bce1a65172d1;debugfs_simple_attr.output;true;false
bce1a65172d1;deref_null.output;false;false
bce1a65172d1;device_node_continue.output;true;false
bce1a65172d1;devm_free.output;false;false
bce1a65172d1;double_lock.output;false;false
bce1a65172d1;doublebitand.output;false;false
bce1a65172d1;doubleinit.output;false;false
bce1a65172d1;doubletest.output;false;false
bce1a65172d1;drm-get-put.output;true;false
bce1a65172d1;eno.output;true;false
bce1a65172d1;err_cast.output;true;false
bce1a65172d1;fen.output;true;false
bce1a65172d1;flags.output;false;false
bce1a65172d1;ifaddr.output;false;false
bce1a65172d1;ifcol.output;false;false
bce1a65172d1;ifnullfree.output;true;false
bce1a65172d1;iounmap.output;false;false
bce1a65172d1;irqf_oneshot.output;true;false
bce1a65172d1;itnull.output;true;true
bce1a65172d1;kfree.output;false;false
bce1a65172d1;kfreeaddr.output;false;false
bce1a65172d1;kmerr.output;false;false
bce1a65172d1;kstrdup.output;true;false
bce1a65172d1;list_entry_update.output;false;false
bce1a65172d1;memdup.output;true;true
bce1a65172d1;memdup_user.output;true;true
bce1a65172d1;mini_lock.output;false;false
bce1a65172d1;noderef.output;true;false
bce1a65172d1;odd_ptr_err.output;true;false
bce1a65172d1;of_table.output;true;false
bce1a65172d1;orplus.output;false;false
bce1a65172d1;pci_free_consistent.output;false;false
bce1a65172d1;platform_no_drv_owner.output;true;false
bce1a65172d1;pm_runtime.output;false;false
bce1a65172d1;pool_zalloc-simple.output;true;false
bce1a65172d1;ptr_ret.output;true;false
bce1a65172d1;resource_size.output;true;false
bce1a65172d1;returnvar.output;true;false
bce1a65172d1;semicolon.output;true;false
bce1a65172d1;simple_open.output;true;false
bce1a65172d1;unsigned_lesser_than_zero.output;false;false
bce1a65172d1;use_after_iter.output;false;false
bce1a65172d1;vma_pages.output;true;false
bce1a65172d1;warn.output;true;false
bce1a65172d1;zalloc-simple.output;true;false
bfd40eaff5ab;alloc_cast.output;true;false
bfd40eaff5ab;array_size.output;true;false
bfd40eaff5ab;badty.output;true;false
bfd40eaff5ab;badzero.output;true;false
bfd40eaff5ab;boolconv.output;false;false
bfd40eaff5ab;boolinit.output;true;false
bfd40eaff5ab;boolreturn.output;true;false
bfd40eaff5ab;bugon.output;true;false
bfd40eaff5ab;call_kern.output;true;false
bfd40eaff5ab;check_bq27xxx_data.output;true;true
bfd40eaff5ab;clk_put.output;false;false
bfd40eaff5ab;cond_no_effect.output;false;false
bfd40eaff5ab;cstptr.output;false;false
bfd40eaff5ab;d_find_alias.output;true;false
bfd40eaff5ab;debugfs_simple_attr.output;true;false
bfd40eaff5ab;deref_null.output;false;false
bfd40eaff5ab;device_node_continue.output;true;false
bfd40eaff5ab;devm_free.output;false;false
bfd40eaff5ab;double_lock.output;false;false
bfd40eaff5ab;doublebitand.output;false;false
bfd40eaff5ab;doubleinit.output;false;false
bfd40eaff5ab;doubletest.output;false;false
bfd40eaff5ab;drm-get-put.output;true;false
bfd40eaff5ab;eno.output;true;false
bfd40eaff5ab;err_cast.output;true;false
bfd40eaff5ab;fen.output;true;false
bfd40eaff5ab;flags.output;false;false
bfd40eaff5ab;ifaddr.output;false;false
bfd40eaff5ab;ifcol.output;false;false
bfd40eaff5ab;ifnullfree.output;true;false
bfd40eaff5ab;iounmap.output;false;false
bfd40eaff5ab;irqf_oneshot.output;true;false
bfd40eaff5ab;itnull.output;true;true
bfd40eaff5ab;kfree.output;false;false
bfd40eaff5ab;kfreeaddr.output;false;false
bfd40eaff5ab;kmerr.output;false;false
bfd40eaff5ab;kstrdup.output;true;false
bfd40eaff5ab;list_entry_update.output;false;false
bfd40eaff5ab;memdup.output;true;true
bfd40eaff5ab;memdup_user.output;true;true
bfd40eaff5ab;mini_lock.output;false;false
bfd40eaff5ab;noderef.output;true;false
bfd40eaff5ab;odd_ptr_err.output;true;false
bfd40eaff5ab;of_table.output;true;false
bfd40eaff5ab;orplus.output;false;false
bfd40eaff5ab;pci_free_consistent.output;false;false
bfd40eaff5ab;platform_no_drv_owner.output;true;false
bfd40eaff5ab;pm_runtime.output;false;false
bfd40eaff5ab;pool_zalloc-simple.output;true;false
bfd40eaff5ab;ptr_ret.output;true;false
bfd40eaff5ab;resource_size.output;true;false
bfd40eaff5ab;returnvar.output;true;false
bfd40eaff5ab;semicolon.output;true;false
bfd40eaff5ab;simple_open.output;true;false
bfd40eaff5ab;unsigned_lesser_than_zero.output;false;false
bfd40eaff5ab;use_after_iter.output;false;false
bfd40eaff5ab;vma_pages.output;true;false
bfd40eaff5ab;warn.output;true;false
bfd40eaff5ab;zalloc-simple.output;true;false
ce8d1015a2b8;alloc_cast.output;true;false
ce8d1015a2b8;array_size.output;true;false
ce8d1015a2b8;badty.output;true;false
ce8d1015a2b8;badzero.output;true;false
ce8d1015a2b8;boolconv.output;false;false
ce8d1015a2b8;boolinit.output;true;false
ce8d1015a2b8;boolreturn.output;true;false
ce8d1015a2b8;bugon.output;true;false
ce8d1015a2b8;call_kern.output;true;false
ce8d1015a2b8;check_bq27xxx_data.output;true;true
ce8d1015a2b8;clk_put.output;false;false
ce8d1015a2b8;cond_no_effect.output;false;false
ce8d1015a2b8;cstptr.output;false;false
ce8d1015a2b8;d_find_alias.output;true;false
ce8d1015a2b8;debugfs_simple_attr.output;true;false
ce8d1015a2b8;deref_null.output;false;false
ce8d1015a2b8;device_node_continue.output;true;false
ce8d1015a2b8;devm_free.output;false;false
ce8d1015a2b8;double_lock.output;false;false
ce8d1015a2b8;doublebitand.output;false;false
ce8d1015a2b8;doubleinit.output;false;false
ce8d1015a2b8;doubletest.output;false;false
ce8d1015a2b8;drm-get-put.output;true;false
ce8d1015a2b8;eno.output;true;false
ce8d1015a2b8;err_cast.output;true;false
ce8d1015a2b8;fen.output;true;false
ce8d1015a2b8;flags.output;false;false
ce8d1015a2b8;ifaddr.output;false;false
ce8d1015a2b8;ifcol.output;false;false
ce8d1015a2b8;ifnullfree.output;true;false
ce8d1015a2b8;iounmap.output;false;false
ce8d1015a2b8;irqf_oneshot.output;true;false
ce8d1015a2b8;itnull.output;true;true
ce8d1015a2b8;kfree.output;false;false
ce8d1015a2b8;kfreeaddr.output;false;false
ce8d1015a2b8;kmerr.output;false;false
ce8d1015a2b8;kstrdup.output;true;false
ce8d1015a2b8;list_entry_update.output;false;false
ce8d1015a2b8;memdup.output;true;false
ce8d1015a2b8;memdup_user.output;true;true
ce8d1015a2b8;mini_lock.output;false;false
ce8d1015a2b8;noderef.output;true;false
ce8d1015a2b8;odd_ptr_err.output;true;false
ce8d1015a2b8;of_table.output;true;false
ce8d1015a2b8;orplus.output;false;false
ce8d1015a2b8;pci_free_consistent.output;false;false
ce8d1015a2b8;platform_no_drv_owner.output;true;false
ce8d1015a2b8;pm_runtime.output;false;false
ce8d1015a2b8;pool_zalloc-simple.output;true;false
ce8d1015a2b8;ptr_ret.output;true;false
ce8d1015a2b8;resource_size.output;true;false
ce8d1015a2b8;returnvar.output;true;false
ce8d1015a2b8;semicolon.output;true;false
ce8d1015a2b8;simple_open.output;true;false
ce8d1015a2b8;unsigned_lesser_than_zero.output;false;false
ce8d1015a2b8;use_after_iter.output;false;false
ce8d1015a2b8;vma_pages.output;true;false
ce8d1015a2b8;warn.output;true;false
ce8d1015a2b8;zalloc-simple.output;true;false
e71ff89c712c;alloc_cast.output;true;false
e71ff89c712c;array_size.output;true;false
e71ff89c712c;badty.output;true;false
e71ff89c712c;badzero.output;true;false
e71ff89c712c;boolconv.output;false;false
e71ff89c712c;boolinit.output;true;false
e71ff89c712c;boolreturn.output;true;false
e71ff89c712c;bugon.output;true;false
e71ff89c712c;call_kern.output;true;false
e71ff89c712c;clk_put.output;false;false
e71ff89c712c;cond_no_effect.output;false;false
e71ff89c712c;cstptr.output;false;false
e71ff89c712c;d_find_alias.output;true;false
e71ff89c712c;debugfs_simple_attr.output;true;false
e71ff89c712c;deref_null.output;false;false
e71ff89c712c;device_node_continue.output;true;false
e71ff89c712c;devm_free.output;false;false
e71ff89c712c;double_lock.output;false;false
e71ff89c712c;doublebitand.output;false;false
e71ff89c712c;doubleinit.output;false;false
e71ff89c712c;doubletest.output;false;false
e71ff89c712c;eno.output;true;false
e71ff89c712c;err_cast.output;true;false
e71ff89c712c;fen.output;true;false
e71ff89c712c;flags.output;false;false
e71ff89c712c;ifaddr.output;false;false
e71ff89c712c;ifcol.output;false;false
e71ff89c712c;ifnullfree.output;true;false
e71ff89c712c;iounmap.output;false;false
e71ff89c712c;irqf_oneshot.output;true;false
e71ff89c712c;itnull.output;true;true
e71ff89c712c;kfree.output;false;false
e71ff89c712c;kfreeaddr.output;false;false
e71ff89c712c;kmerr.output;false;false
e71ff89c712c;kstrdup.output;true;false
e71ff89c712c;kzalloc-simple.output;true;false
e71ff89c712c;list_entry_update.output;false;false
e71ff89c712c;memdup.output;true;false
e71ff89c712c;memdup_user.output;true;true
e71ff89c712c;mini_lock.output;false;false
e71ff89c712c;noderef.output;true;false
e71ff89c712c;odd_ptr_err.output;true;false
e71ff89c712c;of_table.output;true;false
e71ff89c712c;orplus.output;false;false
e71ff89c712c;pci_free_consistent.output;false;false
e71ff89c712c;platform_no_drv_owner.output;true;false
e71ff89c712c;pm_runtime.output;false;false
e71ff89c712c;pool_zalloc-simple.output;true;false
e71ff89c712c;ptr_ret.output;true;false
e71ff89c712c;resource_size.output;true;false
e71ff89c712c;returnvar.output;true;false
e71ff89c712c;semicolon.output;true;false
e71ff89c712c;setup_timer.output;true;false
e71ff89c712c;simple_open.output;true;false
e71ff89c712c;unsigned_lesser_than_zero.output;false;false
e71ff89c712c;use_after_iter.output;false;false
e71ff89c712c;vma_pages.output;true;false
e71ff89c712c;warn.output;true;false
ec663d967b22;alloc_cast.output;true;false
ec663d967b22;array_size.output;true;false
ec663d967b22;badty.output;true;false
ec663d967b22;badzero.output;true;true
ec663d967b22;boolconv.output;false;false
ec663d967b22;boolinit.output;true;false
ec663d967b22;boolreturn.output;true;false
ec663d967b22;bugon.output;true;false
ec663d967b22;call_kern.output;true;false
ec663d967b22;clk_put.output;false;false
ec663d967b22;cond_no_effect.output;false;false
ec663d967b22;cstptr.output;false;false
ec663d967b22;d_find_alias.output;true;false
ec663d967b22;debugfs_simple_attr.output;true;false
ec663d967b22;deref_null.output;false;false
ec663d967b22;device_node_continue.output;true;false
ec663d967b22;devm_free.output;false;false
ec663d967b22;double_lock.output;false;false
ec663d967b22;doublebitand.output;false;false
ec663d967b22;doubleinit.output;false;false
ec663d967b22;doubletest.output;false;false
ec663d967b22;eno.output;true;false
ec663d967b22;err_cast.output;true;false
ec663d967b22;fen.output;true;false
ec663d967b22;flags.output;false;false
ec663d967b22;ifaddr.output;false;false
ec663d967b22;ifcol.output;false;false
ec663d967b22;ifnullfree.output;true;false
ec663d967b22;iounmap.output;false;false
ec663d967b22;irqf_oneshot.output;true;false
ec663d967b22;itnull.output;true;true
ec663d967b22;kfree.output;false;false
ec663d967b22;kfreeaddr.output;false;false
ec663d967b22;kmerr.output;false;false
ec663d967b22;kstrdup.output;true;false
ec663d967b22;kzalloc-simple.output;true;false
ec663d967b22;list_entry_update.output;false;false
ec663d967b22;memdup.output;true;false
ec663d967b22;memdup_user.output;true;true
ec663d967b22;mini_lock.output;false;false
ec663d967b22;noderef.output;true;false
ec663d967b22;odd_ptr_err.output;true;false
ec663d967b22;of_table.output;true;false
ec663d967b22;orplus.output;false;false
ec663d967b22;pci_free_consistent.output;false;false
ec663d967b22;platform_no_drv_owner.output;true;false
ec663d967b22;pm_runtime.output;false;false
ec663d967b22;pool_zalloc-simple.output;true;false
ec663d967b22;ptr_ret.output;true;false
ec663d967b22;resource_size.output;true;false
ec663d967b22;returnvar.output;true;false
ec663d967b22;semicolon.output;true;false
ec663d967b22;setup_timer.output;true;false
ec663d967b22;simple_open.output;true;false
ec663d967b22;unsigned_lesser_than_zero.output;false;false
ec663d967b22;use_after_iter.output;false;false
ec663d967b22;vma_pages.output;true;false
ec663d967b22;warn.output;true;false
